run,test_size,train_size,normalize,accuracy,confusion_matrix
1,0.1,0.9,True,0.6163265306122448,"[[  0   0   1   0   0   0]
 [  0   2   9   3   1   0]
 [  1  10  91  44  11   1]
 [  1   3  31 159  29   2]
 [  0   0   6  23  44   3]
 [  0   0   1   1   7   6]]"
2,0.1,0.9,True,0.6183673469387755,"[[  0   0   1   1   0   0   0]
 [  0   4   6   5   1   1   0]
 [  1   4 102  34   8   1   0]
 [  1   1  37 143  37   4   0]
 [  0   0   9  26  42   0   0]
 [  0   0   2   3   2  12   0]
 [  0   0   0   1   0   1   0]]"
3,0.1,0.9,True,0.6061224489795919,"[[  0   0   1   1   1   0   0]
 [  0   3   6   3   1   0   0]
 [  0   2  96  34   6   1   0]
 [  0   6  48 141  32   5   0]
 [  0   0   3  30  50   2   1]
 [  0   0   0   4   5   7   0]
 [  0   0   0   0   1   0   0]]"
4,0.1,0.9,True,0.6,"[[  0   0   2   1   1   0]
 [  0   6   8   3   0   0]
 [  1   4  80  27  17   2]
 [  0   3  58 140  23   4]
 [  0   1   5  28  58   2]
 [  0   0   0   4   2  10]]"
5,0.1,0.9,True,0.6244897959183674,"[[  0   0   2   0   0   0   0]
 [  0   9   5   2   2   0   0]
 [  0   2  99  32  14   1   0]
 [  0   1  37 143  26  11   0]
 [  0   0   9  28  48   2   0]
 [  0   0   0   3   5   7   0]
 [  0   0   0   0   1   1   0]]"
6,0.1,0.9,True,0.5979591836734693,"[[  0   0   1   0   1   0   0]
 [  0   6   3   6   2   0   0]
 [  0   6 109  35   7   1   0]
 [  1   5  35 146  27   8   0]
 [  0   1   7  33  30   5   0]
 [  0   0   1   5   6   2   0]
 [  0   0   0   0   0   1   0]]"
7,0.1,0.9,True,0.6224489795918368,"[[  0   0   0   1   1   0]
 [  0   4  11   2   3   0]
 [  1   8  89  46   1   0]
 [  1   2  34 149  19   6]
 [  0   1   7  25  53   2]
 [  0   0   1   7   6  10]]"
8,0.1,0.9,True,0.5816326530612245,"[[ 10   8   9   2   0   0]
 [  4  77  31   8   3   0]
 [  6  46 134  33   4   2]
 [  2   3  31  58   7   0]
 [  0   1   0   5   6   0]
 [  0   0   0   0   0   0]]"
9,0.1,0.9,True,0.6122448979591837,"[[  0   0   2   0   0   0   0]
 [  0   0   6   9   0   0   0]
 [  3   2  88  50   8   2   0]
 [  0   7  42 150  13   5   0]
 [  0   0   4  17  56   6   1]
 [  0   0   1   5   6   6   0]
 [  0   0   0   1   0   0   0]]"
10,0.1,0.9,True,0.6612244897959184,"[[  0   0   1   0   0   0]
 [  0   9   5   2   1   0]
 [  0   6  98  29   8   1]
 [  1   2  38 164  29   8]
 [  0   2   5  20  43   2]
 [  0   0   0   4   2  10]]"
11,0.1,0.9,True,0.6326530612244898,"[[  0   0   1   0   0   0]
 [  0   5   8   3   0   0]
 [  0   2 100  23  12   0]
 [  2   4  52 139  25   2]
 [  0   0   3  27  55   8]
 [  0   0   0   4   4  11]]"
12,0.1,0.9,True,0.6224489795918368,"[[  0   0   2   1   1   0   0]
 [  0   5  11   2   2   0   1]
 [  0   6  91  32   3   0   0]
 [  0   8  43 147  27   5   0]
 [  0   1   4  25  51   3   0]
 [  0   0   2   3   2  11   0]
 [  0   0   0   0   0   1   0]]"
13,0.1,0.9,True,0.6387755102040816,"[[  0   0   1   0   0   0]
 [  0   6   6   4   0   0]
 [  1   3  92  36   7   0]
 [  1   0  39 148  27  10]
 [  0   1   3  26  62   3]
 [  0   0   3   3   3   5]]"
14,0.1,0.9,True,0.5836734693877551,"[[  0   0   3   0   3   0]
 [  0   4  11   5   1   0]
 [  0   4  85  37   9   1]
 [  0   6  37 150  27   8]
 [  0   1   5  27  39   4]
 [  0   0   1   6   8   8]]"
15,0.1,0.9,True,0.6,"[[  0   0   1   0   0   0   0]
 [  0   7   8   4   3   0   0]
 [  0   3  82  37   9   1   0]
 [  0   4  42 159  29   5   0]
 [  0   3   4  32  42   6   0]
 [  0   0   0   1   3   4   0]
 [  0   0   0   0   1   0   0]]"
16,0.1,0.9,True,0.6081632653061224,"[[  0   0   2   0   1   0   0]
 [  0   8   7   6   1   1   0]
 [  2   6  92  40   5   0   0]
 [  0   3  37 146  27   3   0]
 [  0   2   4  28  42   2   0]
 [  0   0   3   4   6  10   0]
 [  0   0   0   1   0   1   0]]"
17,0.1,0.9,True,0.6204081632653061,"[[  0   0   0   0   1   0   0]
 [  1   6   5   2   2   0   0]
 [  1   7  90  45   7   3   0]
 [  2   6  34 143  22   4   1]
 [  1   0   5  27  52   3   0]
 [  0   0   0   2   4  13   0]
 [  0   0   0   1   0   0   0]]"
18,0.1,0.9,True,0.610204081632653,"[[  0   0   0   1   0   0   0]
 [  0   6   5   8   0   0   0]
 [  1   5  99  27  12   5   0]
 [  0   2  38 132  31   9   0]
 [  1   0   3  29  52   7   0]
 [  0   0   0   3   3  10   1]
 [  0   0   0   0   0   0   0]]"
19,0.1,0.9,True,0.6204081632653061,"[[  0   0   1   1   0   0]
 [  0   4   3   2   0   0]
 [  0   4  94  44   8   3]
 [  1   1  47 144  26   5]
 [  0   0   7  22  53   3]
 [  0   0   0   5   3   9]]"
20,0.1,0.9,True,0.6346938775510204,"[[  0   0   0   1   0   0]
 [  0   8   6   3   1   0]
 [  2   8 103  28   5   2]
 [  2   7  46 141  21   3]
 [  0   0   5  26  54   5]
 [  0   0   1   3   4   5]]"
21,0.1,0.9,True,0.6040816326530613,"[[  0   0   1   1   0   0   0]
 [  2   3   3   2   0   0   0]
 [  1   5  93  52   4   0   0]
 [  0   2  43 144  22   7   0]
 [  0   0   9  24  54   8   0]
 [  0   0   0   5   2   2   1]
 [  0   0   0   0   0   0   0]]"
22,0.1,0.9,True,0.6428571428571429,"[[  0   0   1   0   1   0]
 [  0   4   7   5   3   0]
 [  2   1  86  38   9   1]
 [  0   5  32 163  16   8]
 [  0   3   6  30  55   3]
 [  0   0   0   2   2   7]]"
23,0.1,0.9,True,0.6265306122448979,"[[  0   0   2   1   0   0]
 [  0   3   8   5   0   0]
 [  0   3 103  39   4   0]
 [  0   3  34 144  30   8]
 [  0   1   9  26  49   2]
 [  0   0   3   3   2   8]]"
24,0.1,0.9,True,0.6081632653061224,"[[  0   0   2   0   0   0   0]
 [  1   5   3   7   1   0   0]
 [  0   5  82  44  11   1   0]
 [  1   7  36 153  29   3   0]
 [  0   1   6  22  48   5   0]
 [  0   0   2   2   2  10   0]
 [  0   0   0   1   0   0   0]]"
25,0.1,0.9,True,0.6489795918367347,"[[  0   0   2   2   1   0   0]
 [  0   1   4   6   0   0   0]
 [  1   5 101  47   5   1   0]
 [  0   2  36 155  20   4   0]
 [  0   0   3  22  56   2   0]
 [  0   0   0   4   4   5   0]
 [  0   0   0   0   1   0   0]]"
26,0.1,0.9,True,0.6326530612244898,"[[  9   4   4   2   0]
 [  6  98  30   5   1]
 [  2  42 141  29   6]
 [  1   5  26  59   5]
 [  0   1   5   6   3]]"
27,0.1,0.9,True,0.6448979591836734,"[[  0   1   1   0   0   0   0]
 [  0   9   6   3   1   0   0]
 [  0   2  97  37   7   0   0]
 [  0   0  43 141  24   3   0]
 [  0   0   5  26  63   8   0]
 [  0   0   2   2   1   6   0]
 [  0   0   0   0   2   0   0]]"
28,0.1,0.9,True,0.6632653061224489,"[[  0   0   1   0   0   0   0]
 [  0   3   4   6   1   0   0]
 [  0   6  93  24   6   0   0]
 [  2   4  34 162  26   4   0]
 [  0   0   5  26  55   8   0]
 [  0   0   0   4   2  12   0]
 [  0   0   0   1   1   0   0]]"
29,0.1,0.9,True,0.6285714285714286,"[[  0   0   0   2   0   0   0]
 [  0   7   4   3   1   0   0]
 [  0   4  81  48   4   2   0]
 [  0   1  39 148  25   5   0]
 [  0   0  11  22  61   2   0]
 [  0   0   0   4   2  11   1]
 [  0   0   0   0   2   0   0]]"
30,0.1,0.9,True,0.6081632653061224,"[[  0   0   2   0   1   0   0]
 [  0   5   5   3   1   0   0]
 [  1   5  97  45   9   2   1]
 [  0   2  36 129  31   5   0]
 [  0   1   8  24  56   1   0]
 [  0   0   1   4   3  11   0]
 [  0   0   0   0   1   0   0]]"
31,0.1,0.9,True,0.6163265306122448,"[[  0   0   0   0   1   0   0]
 [  0   7  10   6   1   0   0]
 [  1   6  86  47   7   0   0]
 [  0   3  30 153  28   7   0]
 [  0   0   4  23  43   2   0]
 [  0   0   0   5   6  13   0]
 [  0   0   0   0   1   0   0]]"
32,0.1,0.9,True,0.6,"[[  0   0   3   0   0   0   0]
 [  0   7   8   3   1   0   0]
 [  1   3  82  38   7   0   0]
 [  1   5  41 136  31   7   0]
 [  1   1   4  29  57   4   0]
 [  0   0   1   1   4  12   0]
 [  0   0   0   0   1   1   0]]"
33,0.1,0.9,True,0.6326530612244898,"[[  0   0   1   0   1   0   0]
 [  0   5   5   3   0   0   0]
 [  0   4  85  32   7   2   0]
 [  2   3  44 158  24   3   0]
 [  0   0   3  32  60   5   0]
 [  0   0   1   4   3   2   0]
 [  0   0   0   0   1   0   0]]"
34,0.1,0.9,True,0.6204081632653061,"[[  0   0   1   0   0   0]
 [  0   4   8   5   0   0]
 [  0   5  96  40   6   1]
 [  0   4  41 136  25   4]
 [  1   0   5  22  57   8]
 [  0   0   1   3   6  11]]"
35,0.1,0.9,True,0.5795918367346938,"[[  0   0   2   0   0   0   0]
 [  0   3   7   4   1   0   0]
 [  0   6  98  35   6   2   0]
 [  0   2  53 133  36   7   0]
 [  0   2   6  21  47   4   2]
 [  0   0   2   2   6   3   0]
 [  0   0   0   0   0   0   0]]"
36,0.1,0.9,True,0.6122448979591837,"[[  0   0   1   1   0   0]
 [  1   5   7   6   0   1]
 [  0   6 108  30   5   2]
 [  0   0  46 134  24   5]
 [  0   2   8  28  47   5]
 [  0   0   2   1   9   6]]"
37,0.1,0.9,True,0.6163265306122448,"[[  0   0   0   0   0   0   0]
 [  0   7   5  11   0   0   0]
 [  0   4 108  39   6   4   1]
 [  1   5  32 141  31   3   0]
 [  1   1   1  30  38   4   1]
 [  0   0   0   6   2   8   0]
 [  0   0   0   0   0   0   0]]"
38,0.1,0.9,True,0.6,"[[  0   1   1   0   0   0   0]
 [  0   7   3   5   2   0   0]
 [  0   7  96  37  10   2   0]
 [  0   5  36 148  30   3   1]
 [  0   0   5  32  37   5   0]
 [  0   0   0   8   3   6   0]
 [  0   0   0   0   0   0   0]]"
39,0.1,0.9,True,0.6224489795918368,"[[  0   1   1   2   0   0   0]
 [  0   5   3   2   0   0   0]
 [  4   5 110  34   7   1   0]
 [  0   4  34 130  37   5   1]
 [  0   3   3  16  50   7   0]
 [  0   1   0   6   6  10   1]
 [  0   0   0   1   0   0   0]]"
40,0.1,0.9,True,0.6224489795918368,"[[  0   0   0   0   0   0   0]
 [  0   3   6   3   1   0   0]
 [  3   6 107  33   6   1   0]
 [  0   3  43 135  19   3   1]
 [  0   0  10  30  50   6   0]
 [  0   0   1   6   4  10   0]
 [  0   0   0   0   0   0   0]]"
41,0.1,0.9,True,0.6346938775510204,"[[  0   0   0   3   0   0   0]
 [  0   5   6   1   1   0   0]
 [  1   5  81  43   6   1   0]
 [  0   3  42 172  20   7   0]
 [  1   0   8  22  47   2   0]
 [  0   0   1   3   2   6   0]
 [  0   0   0   0   0   1   0]]"
42,0.1,0.9,True,0.6285714285714286,"[[  0   0   0   0   0   0]
 [  0   3   4   5   3   0]
 [  3   6  91  37   4   4]
 [  0   4  41 143  33   4]
 [  0   0   4  22  60   1]
 [  0   1   0   5   1  11]]"
43,0.1,0.9,True,0.6204081632653061,"[[  0   0   3   0   0   1   0]
 [  0   4   3   6   2   0   0]
 [  3   5 110  35   7   1   0]
 [  1   3  31 141  33   7   2]
 [  0   0   5  25  41   2   0]
 [  0   0   1   3   7   8   0]
 [  0   0   0   0   0   0   0]]"
44,0.1,0.9,True,0.6204081632653061,"[[  0   0   1   0   1   0   0]
 [  0   5   9   2   0   0   0]
 [  0   5 116  41  12   0   0]
 [  0   2  30 133  32   5   0]
 [  0   0   3  30  43   5   0]
 [  0   0   0   4   3   7   0]
 [  0   0   0   1   0   0   0]]"
45,0.1,0.9,True,0.6163265306122448,"[[  0   0   1   1   1   0]
 [  0   5   1   7   0   0]
 [  3   6  99  39   6   1]
 [  1   5  46 141  29   1]
 [  0   1   3  22  48   5]
 [  0   1   0   5   3   9]]"
46,0.1,0.9,True,0.6040816326530613,"[[  0   1   1   0   0   0   0]
 [  0   1   9   5   1   0   0]
 [  0   5  99  41   8   2   0]
 [  1   5  32 135  35   2   0]
 [  0   2   5  33  52   2   1]
 [  0   0   0   2   1   9   0]
 [  0   0   0   0   0   0   0]]"
47,0.1,0.9,True,0.6571428571428571,"[[  0   2   0   0   0   0   0]
 [  0   3   5   2   0   2   0]
 [  0   1  91  28   8   3   0]
 [  0   4  45 155  20   2   0]
 [  0   1   5  28  60   4   0]
 [  0   0   1   6   0  13   0]
 [  0   0   1   0   0   0   0]]"
48,0.1,0.9,True,0.5959183673469388,"[[  0   1   1   1   1   0]
 [  0   3   7   4   0   2]
 [  1   6  91  34   7   0]
 [  1   7  37 146  22   6]
 [  0   1  10  35  47   5]
 [  0   1   1   3   4   5]]"
49,0.1,0.9,True,0.6571428571428571,"[[  0   0   1   0   0   0   0]
 [  0   7   3   4   3   2   0]
 [  1   8  98  26   5   1   0]
 [  0   0  39 143  30   4   0]
 [  0   1   6  14  68   7   0]
 [  0   0   1   5   6   6   0]
 [  0   0   1   0   0   0   0]]"
50,0.1,0.9,True,0.5938775510204082,"[[  0   0   0   0   0   0]
 [  0   5   7   5   2   0]
 [  1   7  92  49  10   1]
 [  0   1  37 130  24   7]
 [  0   0   9  25  56   5]
 [  0   0   0   4   5   8]]"
51,0.1,0.9,True,0.6244897959183674,"[[  0   0   2   1   0   0   0]
 [  0   3   4   0   0   0   0]
 [  2   5  88  39   7   2   0]
 [  1   4  34 151  22   7   1]
 [  0   2   6  30  54   2   0]
 [  0   0   4   3   6  10   0]
 [  0   0   0   0   0   0   0]]"
52,0.1,0.9,True,0.6142857142857143,"[[  0   0   1   0   0   0]
 [  0   5  11   8   4   0]
 [  0   2 100  45   3   0]
 [  0   2  39 143  25   7]
 [  0   1   6  26  45   3]
 [  0   0   0   4   2   8]]"
53,0.1,0.9,True,0.6183673469387755,"[[  0   0   1   0   0   0   0]
 [  0   8   5   4   0   0   0]
 [  0   7  89  41   4   3   0]
 [  0   7  44 154  28  10   1]
 [  0   2   4  14  44   4   0]
 [  0   0   0   6   1   8   0]
 [  0   0   0   1   0   0   0]]"
54,0.1,0.9,True,0.6061224489795919,"[[  6   5   2   1   0   0]
 [  5  83  47   5   1   0]
 [  3  39 137  26   7   0]
 [  1   7  28  64   4   0]
 [  0   2   5   3   7   0]
 [  0   0   1   1   0   0]]"
55,0.1,0.9,True,0.6,"[[  0   0   2   1   0   0   0]
 [  0   2   7   4   1   0   0]
 [  0   9  97  37   6   1   0]
 [  3   4  30 137  21   9   0]
 [  1   0   7  39  49   2   0]
 [  0   0   1   2   8   9   0]
 [  0   0   0   0   1   0   0]]"
56,0.1,0.9,True,0.6285714285714286,"[[  0   1   1   1   0   0]
 [  0   5   5   5   2   0]
 [  1   5  92  42   4   0]
 [  0   1  23 152  27   3]
 [  0   3  10  36  46   5]
 [  0   0   0   4   3  13]]"
57,0.1,0.9,True,0.5959183673469388,"[[  0   0   3   0   0   0]
 [  0   6   5   6   1   0]
 [  1   2 103  43  12   0]
 [  0   5  33 134  22   5]
 [  0   2   3  39  45   3]
 [  0   0   1   6   6   4]]"
58,0.1,0.9,True,0.6244897959183674,"[[  0   0   2   1   0   0]
 [  0   6   5   5   0   0]
 [  0   3 112  30   9   2]
 [  1   6  39 125  30   7]
 [  0   1   5  26  57   1]
 [  0   0   0   7   4   6]]"
59,0.1,0.9,True,0.6081632653061224,"[[  0   1   0   0   0   0   0]
 [  0   4   5   6   0   0   0]
 [  0   2  81  32  11   4   0]
 [  2   2  52 154  20   7   0]
 [  0   0   8  20  49   2   1]
 [  0   0   4   6   7  10   0]
 [  0   0   0   0   0   0   0]]"
60,0.1,0.9,True,0.6346938775510204,"[[  0   0   1   0   0   0]
 [  0   8   1   5   3   0]
 [  0   6  78  39   9   0]
 [  1   0  27 154  35   8]
 [  0   1   1  31  60   4]
 [  0   0   0   4   3  11]]"
61,0.1,0.9,True,0.6183673469387755,"[[  0   0   2   2   0   0]
 [  0   8   4   7   2   0]
 [  2   6  87  32  10   0]
 [  0   0  41 153  25   4]
 [  0   0   3  36  47   4]
 [  0   0   1   4   2   8]]"
62,0.1,0.9,True,0.6265306122448979,"[[  0   0   3   1   1   0   0]
 [  0   6   5   8   0   0   0]
 [  0   8  96  36   7   1   0]
 [  0   1  44 154  16   7   0]
 [  0   0   5  26  43   5   0]
 [  0   0   0   4   4   8   0]
 [  0   0   0   0   0   1   0]]"
63,0.1,0.9,True,0.6285714285714286,"[[  0   0   1   0   0   0   0]
 [  0   5   9   4   1   0   0]
 [  0   8  84  36   3   1   1]
 [  0   3  31 156  29   6   0]
 [  0   1   5  27  56   4   0]
 [  0   1   0   6   5   7   0]
 [  0   0   0   0   0   0   0]]"
64,0.1,0.9,True,0.6122448979591837,"[[  0   1   1   1   0   0   0]
 [  0   4  10   7   1   0   0]
 [  0   6  83  47   5   1   0]
 [  0   4  39 143  19   6   0]
 [  0   0   5  21  62   4   1]
 [  0   1   2   4   4   8   0]
 [  0   0   0   0   0   0   0]]"
65,0.1,0.9,True,0.636734693877551,"[[  0   0   2   1   0   0   0]
 [  0   6   4   9   0   0   0]
 [  2   9 102  37   5   0   0]
 [  1   7  29 140  22   8   0]
 [  1   3   6  21  53   2   0]
 [  0   1   0   4   3  11   0]
 [  0   0   0   0   1   0   0]]"
66,0.1,0.9,True,0.573469387755102,"[[  0   1   0   1   1   0   0]
 [  0   7   7   5   1   0   0]
 [  0   5  77  44  13   1   0]
 [  0   3  46 137  35   6   0]
 [  0   1   3  27  52   3   0]
 [  0   0   0   2   3   8   0]
 [  0   0   0   1   0   0   0]]"
67,0.1,0.9,True,0.5959183673469388,"[[  0   0   0   1   0   0   0]
 [  0   3   9   6   1   0   0]
 [  0   5  91  42   9   0   0]
 [  1   3  39 148  38   6   0]
 [  0   1   6  22  44   1   1]
 [  0   0   0   4   1   6   0]
 [  0   0   1   1   0   0   0]]"
68,0.1,0.9,True,0.6244897959183674,"[[  0   0   1   1   1   0]
 [  0   3   5   5   1   0]
 [  0   6  86  29   4   3]
 [  2   1  35 144  35   5]
 [  1   0   3  29  63  10]
 [  0   0   1   1   5  10]]"
69,0.1,0.9,True,0.5857142857142857,"[[  0   0   2   1   0   0   0]
 [  0   2   4   4   0   1   0]
 [  0   3  88  45  11   0   0]
 [  0   4  50 127  22   4   0]
 [  0   1  10  28  61   8   0]
 [  0   0   0   1   3   9   0]
 [  0   0   0   0   1   0   0]]"
70,0.1,0.9,True,0.5897959183673469,"[[  0   1   0   3   0   0   0]
 [  0   9   5   4   0   0   0]
 [  0   6  83  35   9   1   0]
 [  0   2  44 145  37   6   0]
 [  0   1  11  24  43   4   0]
 [  0   0   1   4   2   9   0]
 [  0   0   0   1   0   0   0]]"
71,0.1,0.9,True,0.6448979591836734,"[[  0   0   1   1   0   0   0]
 [  0   3   6   5   0   0   0]
 [  0   6  99  46   9   0   0]
 [  0   4  24 151  21   3   0]
 [  0   0   4  29  55   4   0]
 [  0   1   1   5   3   8   0]
 [  0   0   0   0   1   0   0]]"
72,0.1,0.9,True,0.6204081632653061,"[[  0   1   1   0   0   0]
 [  0   4   7   5   0   0]
 [  0   7  83  37   9   2]
 [  0   2  46 145  16  10]
 [  0   1   8  24  63   3]
 [  0   0   1   4   2   9]]"
73,0.1,0.9,True,0.6591836734693878,"[[  5   5   3   2   0]
 [  7  96  36   8   3]
 [  3  35 162  16   5]
 [  2   5  24  53   6]
 [  0   0   6   1   7]]"
74,0.1,0.9,True,0.5857142857142857,"[[  0   0   1   0   0   0]
 [  0   1   7   6   0   0]
 [  0   3  94  39   5   0]
 [  1   2  47 137  39   5]
 [  0   0   6  26  50   4]
 [  0   0   2   5   5   5]]"
75,0.1,0.9,True,0.5897959183673469,"[[  0   1   2   0   0   0   0]
 [  0   4   4   7   0   1   0]
 [  0   4  90  39  10   2   0]
 [  1   7  40 142  26   3   0]
 [  0   2   5  34  42   5   0]
 [  0   0   1   5   1  11   0]
 [  0   0   0   1   0   0   0]]"
76,0.1,0.9,True,0.6387755102040816,"[[  0   0   1   1   1   0   0]
 [  0   5   8   5   2   0   0]
 [  0   8  91  30   8   1   0]
 [  1   0  44 161  20   3   1]
 [  1   1   9  17  48   6   0]
 [  0   0   0   0   8   8   0]
 [  0   0   0   1   0   0   0]]"
77,0.1,0.9,True,0.5979591836734693,"[[  0   0   0   0   1   0   0]
 [  0   2   2   2   0   0   0]
 [  0   3  85  40   9   0   0]
 [  1   4  42 146  33   9   1]
 [  0   1   8  26  53   5   0]
 [  0   0   0   4   5   7   0]
 [  0   0   0   0   0   1   0]]"
78,0.1,0.9,True,0.6285714285714286,"[[  0   1   0   0   0   0]
 [  1   4   5   1   3   0]
 [  0   9  91  37   7   1]
 [  0   1  37 156  31  10]
 [  0   0   7  19  51   5]
 [  0   0   0   4   3   6]]"
79,0.1,0.9,True,0.6163265306122448,"[[  0   0   0   0   0   0]
 [  1   6   5   1   3   0]
 [  0   5  97  39   3   0]
 [  0   6  47 137  26   2]
 [  0   0   7  29  55   7]
 [  0   1   0   4   2   7]]"
80,0.1,0.9,True,0.6265306122448979,"[[  0   1   1   0   0   0   0]
 [  1   3   6   7   2   0   0]
 [  1   6  96  38   6   2   0]
 [  1   3  40 132  30   4   0]
 [  0   3   3  18  62   4   0]
 [  0   0   1   0   4  14   0]
 [  0   0   0   0   1   0   0]]"
81,0.1,0.9,True,0.6306122448979592,"[[  0   0   0   0   1   0   0]
 [  1   4   6   1   0   0   0]
 [  1   5 109  31   7   1   0]
 [  1   3  39 143  36   8   0]
 [  0   1   1  25  49   7   2]
 [  0   0   0   2   2   4   0]
 [  0   0   0   0   0   0   0]]"
82,0.1,0.9,True,0.6122448979591837,"[[  0   1   1   1   0   0   0]
 [  0   7   6   6   1   0   0]
 [  1   3  94  44   5   0   0]
 [  0   4  40 140  21   9   0]
 [  0   0   9  23  49   3   0]
 [  0   0   2   7   2  10   0]
 [  0   0   0   1   0   0   0]]"
83,0.1,0.9,True,0.636734693877551,"[[  0   0   1   0   0   0]
 [  0   7   6   4   1   0]
 [  1   4  94  45   7   1]
 [  0   4  27 155  21   7]
 [  0   0   5  32  42   4]
 [  0   0   1   6   1  14]]"
84,0.1,0.9,True,0.6183673469387755,"[[  0   1   0   0   0   0   0]
 [  0   3   6  10   2   0   0]
 [  0   1 102  38   5   0   0]
 [  0   3  44 140  28   4   0]
 [  0   0   9  20  47   3   0]
 [  0   0   0   6   6  11   0]
 [  0   0   1   0   0   0   0]]"
85,0.1,0.9,True,0.6244897959183674,"[[  0   1   0   1   0   0   0]
 [  1   6   8   4   2   0   0]
 [  0   2  86  33  10   0   0]
 [  1   3  47 156  32   1   0]
 [  0   0   6  24  49   3   0]
 [  0   0   1   2   1   9   0]
 [  0   0   0   0   1   0   0]]"
86,0.1,0.9,True,0.6387755102040816,"[[  0   0   0   1   0   1]
 [  0   5   4   4   1   0]
 [  2   3  96  30   4   2]
 [  0   5  44 147  28   4]
 [  0   0   5  25  57   2]
 [  0   0   1   6   5   8]]"
87,0.1,0.9,True,0.6122448979591837,"[[  0   0   1   0   0   0]
 [  1   7   7   6   3   0]
 [  2   6 108  32   9   0]
 [  0   4  34 133  34   9]
 [  0   0   4  24  45   3]
 [  0   0   1   7   3   7]]"
88,0.1,0.9,True,0.6469387755102041,"[[  2   4   5   1   0]
 [  4 112  37   9   0]
 [  2  36 147  28   3]
 [  0   4  26  50   7]
 [  0   1   4   2   6]]"
89,0.1,0.9,True,0.6142857142857143,"[[  0   1   0   0   0   0]
 [  1   3   4   2   0   0]
 [  1   5  92  40   3   2]
 [  0   3  51 146  25   4]
 [  0   1  10  26  48   3]
 [  0   0   1   2   4  12]]"
90,0.1,0.9,True,0.6061224489795919,"[[  0   0   0   0   0   1   0]
 [  0   5   9   4   0   0   1]
 [  1   5  95  38   8   0   0]
 [  1   1  41 147  24   4   0]
 [  0   1   5  34  42   5   0]
 [  0   0   0   5   4   8   0]
 [  0   0   0   1   0   0   0]]"
91,0.1,0.9,True,0.5857142857142857,"[[  0   0   1   1   0   0]
 [  0   4   4   2   0   0]
 [  0   6  98  35   9   1]
 [  0   5  52 124  28   6]
 [  0   0   2  27  52   6]
 [  0   0   2   9   7   9]]"
92,0.1,0.9,True,0.6081632653061224,"[[  0   2   0   1   0   0   0]
 [  0   4   5   3   1   0   1]
 [  2   7  98  43   3   1   0]
 [  0   5  39 127  19   9   0]
 [  0   0   6  29  58   1   0]
 [  0   0   1   8   5  11   0]
 [  0   0   0   0   1   0   0]]"
93,0.1,0.9,True,0.5938775510204082,"[[  1   0   1   0   1   0   0]
 [  0   5   6   5   1   0   0]
 [  1  10  86  46   7   4   0]
 [  1   3  30 140  31   5   1]
 [  0   1   5  34  53   1   0]
 [  0   0   0   4   1   6   0]
 [  0   0   0   0   0   0   0]]"
94,0.1,0.9,True,0.6183673469387755,"[[  0   0   1   0   0   0   0]
 [  1   3   6   4   1   0   0]
 [  3   4 101  41   6   0   0]
 [  0   2  39 133  33  10   1]
 [  0   0   1  21  53   4   0]
 [  0   0   0   5   3  13   0]
 [  0   0   0   0   0   1   0]]"
95,0.1,0.9,True,0.6183673469387755,"[[  0   0   1   0   1   0]
 [  0   2   4   7   0   0]
 [  0   0  90  48   6   2]
 [  0   2  35 148  15   8]
 [  0   0   3  36  52   3]
 [  0   0   0  10   6  11]]"
96,0.1,0.9,True,0.5938775510204082,"[[  5   7   4   1   0]
 [  3  92  44   5   2]
 [  5  39 142  34   3]
 [  1   6  27  44   2]
 [  0   2   4  10   8]]"
97,0.1,0.9,True,0.6183673469387755,"[[  0   0   0   1   0   0]
 [  0   3   9   8   2   0]
 [  1   6  92  35   7   0]
 [  2   2  42 150  29   3]
 [  0   1   5  22  46   7]
 [  0   0   1   3   1  12]]"
98,0.1,0.9,True,0.6081632653061224,"[[  0   3   0   2   0   0   0]
 [  1   1   5   4   1   0   0]
 [  0   4  87  34   4   2   0]
 [  1   3  31 148  32  12   0]
 [  0   0   6  31  52   6   0]
 [  0   0   1   5   2  10   0]
 [  0   0   0   1   1   0   0]]"
99,0.1,0.9,True,0.6081632653061224,"[[  0   0   1   0   0   0   0]
 [  0   3   6   5   2   0   0]
 [  2   5  92  53   5   1   0]
 [  1   3  39 137  23   5   0]
 [  0   1   7  21  51   3   0]
 [  0   0   0   3   5  15   0]
 [  0   0   0   1   0   0   0]]"
100,0.1,0.9,True,0.6122448979591837,"[[  0   0   1   0   0   0]
 [  0   5   4   6   0   1]
 [  0   3 103  44   7   1]
 [  1   2  43 140  28   4]
 [  0   3   2  25  45   5]
 [  0   0   0   4   6   7]]"
1,0.3,0.7,False,0.591156462585034,"[[  0   1   2   2   0   0   0]
 [  1  15  20  14   4   0   0]
 [  0  10 271 133  23   7   0]
 [  1   6 114 415  89  21   1]
 [  0   1  18  90 151  16   0]
 [  1   0   0  10  15  17   0]
 [  0   0   1   0   0   0   0]]"
2,0.3,0.7,False,0.5891156462585034,"[[  0   4   2   3   0   0   0]
 [  0  14  23  16   2   0   0]
 [  0  15 268 117  19   2   0]
 [  0  14 125 426  68  19   0]
 [  1   2  24 103 136  12   1]
 [  0   1   6  10  12  22   0]
 [  0   0   1   1   1   0   0]]"
